iter	Logloss
350	0.3252358808
351	0.3249431313
352	0.3246070953
353	0.3244872864
354	0.3244820783
355	0.3241559103
356	0.3239710916
357	0.3236757153
358	0.3232920298
359	0.3232245531
360	0.3230325847
361	0.3230196102
362	0.3228067638
363	0.3225872474
364	0.3224497355
365	0.3222493155
366	0.3221280446
367	0.3219506041
368	0.3216948595
369	0.3214096481
370	0.3211915707
371	0.3210625791
372	0.3209086435
373	0.3206151403
374	0.3201478513
375	0.3201298742
376	0.3199099923
377	0.3197103261
378	0.3196806765
379	0.3195081243
380	0.3193154249
381	0.3190645001
382	0.3188228036
383	0.318764738
384	0.3184679682
385	0.3180898564
386	0.3179391187
387	0.317603471
388	0.3173550817
389	0.3173278991
390	0.317172593
391	0.3169481654
392	0.3167014208
393	0.3163262099
394	0.3162724843
395	0.3160666277
396	0.3157975431
397	0.3155944276
398	0.3154200023
399	0.3150987454
400	0.314948259
401	0.3146966032
402	0.3145264037
403	0.3143071614
404	0.3141073809
405	0.3139658945
406	0.3137758449
407	0.3136820536
408	0.313432842
409	0.3129809031
410	0.3128634698
411	0.3126482021
412	0.3125526748
413	0.3125195303
414	0.3123744119
415	0.3122626664
416	0.3120772996
417	0.3119304451
418	0.3117292027
419	0.3114605749
420	0.3111906451
421	0.3109377558
422	0.3108156398
423	0.3106750671
424	0.310515695
425	0.310324983
426	0.310123101
427	0.3099423254
428	0.3097207532
429	0.3095610613
430	0.3093105933
431	0.3091810078
432	0.3091262086
433	0.3089694634
434	0.3086462421
435	0.3083799442
436	0.3081069992
437	0.3079226602
438	0.307775486
439	0.3075225967
440	0.3073729098
441	0.3069506205
442	0.3067611192
443	0.3065076131
444	0.3063800378
445	0.3061288617
446	0.306035116
447	0.3058898606
448	0.3057296662
449	0.3056836614
450	0.3053052754
451	0.3051748676
452	0.3051731772
453	0.3051033705
454	0.305048914
455	0.3049467167
456	0.3046345968
457	0.3045164554
458	0.3043547305
459	0.3041672849
460	0.3040267122
461	0.3038271144
462	0.3034863501
463	0.3033017827
464	0.3030449645
465	0.3027645271
466	0.3026149087
467	0.3024282855
468	0.3020688588
469	0.3019510829
470	0.3017138635
471	0.3014805959
472	0.3013228
473	0.3012282549
474	0.3010477306
475	0.3009321019
476	0.3007239382
477	0.3004625058
478	0.3003088214
479	0.2999582805
480	0.299804185
481	0.299569227
482	0.2993731013
483	0.2991409073
484	0.2990713062
485	0.2990073472
486	0.298836394
487	0.2983940947
488	0.2983109708
489	0.2981180659
490	0.2980355817
491	0.2978567706
492	0.2975922088
493	0.2974315575
494	0.2971264731
495	0.2970700749
496	0.2968071121
497	0.29641381
498	0.2962540952
499	0.2959904928
500	0.2958492348
501	0.2956283021
502	0.2954473438
503	0.2953493495
504	0.2952662028
505	0.2950239124
506	0.2948032996
507	0.2944823396
508	0.2943625536
509	0.2941624533
510	0.293913333
511	0.293712616
512	0.2936031776
513	0.2933852601
514	0.2932809156
515	0.2932285606
516	0.293082163
517	0.2929456791
518	0.2928413117
519	0.2927473148
520	0.2926020137
521	0.2923933931
522	0.2922807339
523	0.2921127959
524	0.2919774312
525	0.2918694319
526	0.2915094113
527	0.2912976613
528	0.2910834672
529	0.290880603
530	0.2907168908
531	0.2905923763
532	0.2904897907
533	0.2903063654
534	0.290054504
535	0.2899746923
536	0.2896638973
537	0.2895342204
538	0.289391569
539	0.2892097656
540	0.2890362997
541	0.2889137953
542	0.2887742734
543	0.2886632131
544	0.2884110319
545	0.2882619161
546	0.2881663431
547	0.2879635246
548	0.2877872947
549	0.2877112063
550	0.2876601533
551	0.2875178217
552	0.2874196675
553	0.2872417701
554	0.2868944271
555	0.286852671
556	0.2865778986
557	0.2864835134
558	0.2863542248
559	0.2861804848
560	0.2860156762
561	0.2859282579
562	0.2857110029
563	0.2855072478
564	0.2851841178
565	0.2849764795
566	0.2848097293
567	0.2847019584
568	0.2845655201
569	0.2843538844
570	0.2842573977
571	0.2839643741
572	0.2837512079
573	0.2835506965
574	0.2833865731
575	0.2832628353
576	0.2831115723
577	0.2830822882
578	0.2828733022
579	0.2826052454
580	0.2825015633
581	0.2822441055
582	0.2819946198
583	0.2817998189
584	0.2816366321
585	0.2814495978
586	0.281186041
587	0.280991126
588	0.2807843785
589	0.2806698462
590	0.2803957819
591	0.2802821862
592	0.2801085603
593	0.2799091453
594	0.2797992044
595	0.2796428475
596	0.2795485536
597	0.2793179358
598	0.2792183882
599	0.2789411716
600	0.2788058983
601	0.2786641378
602	0.2785213265
603	0.2784595147
604	0.2782112396
605	0.2778824218
606	0.2776418218
607	0.2775426168
608	0.2773409175
609	0.2771115788
610	0.2769881837
611	0.276880093
612	0.2767989336
613	0.2767985909
614	0.2766852008
615	0.2766044754
616	0.2761435366
617	0.2759130329
618	0.2757993915
619	0.2757218869
620	0.2755470961
621	0.2754028914
622	0.2752025856
623	0.2751230023
624	0.2749120747
625	0.2747254286
626	0.2746252186
627	0.274436905
628	0.2743344107
629	0.2741482443
630	0.2738997636
631	0.2738033226
632	0.2736582271
633	0.2732604706
634	0.2730816139
635	0.2729878226
636	0.2727730574
637	0.2726152614
638	0.272378202
639	0.2722838396
640	0.2719226083
641	0.2719223799
642	0.2717808021
643	0.2715922601
644	0.2715074002
645	0.2713066604
646	0.2711504177
647	0.2710708344
648	0.2709187034
649	0.2706244691
650	0.2703605698
651	0.2702992376
652	0.2700155567
653	0.2697773551
654	0.2694658519
655	0.2693560937
656	0.2692942134
657	0.2692279473
658	0.2690337861
659	0.2688907007
660	0.2687997875
661	0.2686995089
662	0.2685463728
663	0.2684382593
664	0.2681042334
665	0.2679354045
666	0.2677147688
667	0.2674956636
668	0.2673856998
669	0.2671266887
670	0.2669826667
671	0.2668383935
672	0.266604966
673	0.2664291016
674	0.2662582854
675	0.2660194443
676	0.2658382119
677	0.2657585372
678	0.2656162285
679	0.2654184124
680	0.265296936
681	0.2652730428
682	0.2652085584
683	0.2650839983
684	0.2648954563
685	0.2647901524
686	0.264540758
687	0.264368023
688	0.2642523714
689	0.2641072302
690	0.2638771834
691	0.2636970474
692	0.263580505
693	0.2635438885
694	0.2633264507
695	0.2631269444
696	0.2630038918
697	0.2628190275
698	0.2626303484
699	0.2624797707
700	0.262264206
701	0.2622082191
702	0.2620556769
703	0.2620016315
704	0.261786775
705	0.2615648144
706	0.2614237163
707	0.2612981968
708	0.2612128572
709	0.2610247492
710	0.2609974981
711	0.2606964568
712	0.2605501963
713	0.2603072435
714	0.260141247
715	0.2599208626
716	0.2598598275
717	0.2597149375
718	0.2595698648
719	0.2594352311
720	0.2592823234
721	0.2590581243
722	0.2588273922
723	0.2586317919
724	0.2585386859
725	0.2583249943
726	0.2580070267
727	0.2579633975
728	0.2578850706
729	0.2576565314
730	0.2575837095
731	0.2574130075
732	0.257322437
733	0.2572262016
734	0.2570215556
735	0.2567492045
736	0.2565145435
737	0.2562736922
738	0.256083734
739	0.255863578
740	0.2556074451
741	0.2554888011
742	0.2553728755
743	0.2552641452
744	0.2551315673
745	0.2550555703
746	0.2548762339
747	0.2547713868
748	0.2546528342
749	0.2545086524
750	0.2544075515
751	0.2542883593
752	0.2541729819
753	0.2540462745
754	0.2539203667
755	0.2538113623
756	0.2536435613
757	0.253406182
758	0.2532138939
759	0.2530716765
760	0.2529004491
761	0.25270526
762	0.2525685933
763	0.2524491727
764	0.252180819
765	0.2520224291
766	0.2518514302
767	0.2516998931
768	0.2515339652
769	0.251400702
770	0.2512886824
771	0.2511382417
772	0.2509636793
773	0.2508383197
774	0.2507323305
775	0.2505828035
776	0.2502945997
777	0.2500626341
778	0.2499925077
779	0.2497261413
780	0.2496185303
781	0.2494682266
782	0.249367674
783	0.2490693966
784	0.2488736592
785	0.2487180105
786	0.2485688718
787	0.2482793203
788	0.2481954883
789	0.2480379436
790	0.24773375
791	0.2475873753
792	0.2473818842
793	0.2472964532
794	0.2472233116
795	0.247040366
796	0.2469508234
797	0.2467718753
798	0.2465881759
799	0.2463098857
800	0.2461902367
801	0.246079679
802	0.2459318424
803	0.2457221939
804	0.2455780578
805	0.2453521911
806	0.2452991052
807	0.2451617761
808	0.2450974516
809	0.2449851579
810	0.2448482856
811	0.24468985
812	0.2444828285
813	0.2443907047
814	0.2442437589
815	0.2440161334
816	0.2439013041
817	0.2437617136
818	0.2436479808
819	0.2433433761
820	0.2431043294
821	0.2429391553
822	0.2428524223
823	0.2427619888
824	0.2425758225
825	0.2424431532
826	0.2423046592
827	0.2421308963
828	0.2418834892
829	0.241734716
830	0.2415902143
831	0.2413805202
832	0.2411540825
833	0.2410188321
834	0.2407607119
835	0.2406334791
836	0.2404766197
837	0.2401783195
838	0.2400532797
839	0.2399316205
840	0.2398080426
841	0.2396168737
842	0.2395051054
843	0.2394272353
844	0.2393720022
845	0.239217998
846	0.2390976181
847	0.2389820579
848	0.2388151934
849	0.2387111001
850	0.2385075735
851	0.2383249705
852	0.2382101413
853	0.2380221247
854	0.2378857093
855	0.2377351772
856	0.2376568275
857	0.2375633788
858	0.2374528896
859	0.2373750196
860	0.2372758146
861	0.237009768
862	0.2368032033
863	0.2367467823
864	0.2366630417
865	0.236541611
866	0.2362594148
867	0.2360408121
868	0.2359625993
869	0.2356573322
870	0.2354455365
871	0.235349895
872	0.2352467154
873	0.235145546
874	0.234997184
875	0.2348671188
876	0.234764556
877	0.2346418689
878	0.2344335682
879	0.234314376
880	0.234226204
881	0.2341129965
882	0.2339985556
883	0.2339367438
884	0.2338424957
885	0.2335955911
886	0.2333021792
887	0.2332663622
888	0.2330769522
889	0.2329414505
890	0.2328891868
891	0.2327171143
892	0.2326302443
893	0.2324622605
894	0.232308165
895	0.2321189149
896	0.2320494509
897	0.2318960635
898	0.2318218711
899	0.2316414839
900	0.2313570491
901	0.2313174174
902	0.2312517452
903	0.2310621981
904	0.2307865348
905	0.230708779
906	0.2305965309
907	0.2304906331
908	0.2303343676
909	0.2302076146
910	0.2300959604
911	0.2297973861
912	0.2296934984
913	0.2295950244
914	0.2293003562
915	0.2291838138
916	0.2290293528
917	0.2289085388
918	0.2287983923
919	0.2287430906
920	0.2284417524
921	0.2283648874
922	0.2282730377
923	0.2280166763
924	0.2278555225
925	0.2277676245
926	0.2276668206
927	0.2275510777
928	0.2275436538
929	0.2274201216
930	0.2272465415
931	0.2270671136
932	0.2268846249
933	0.2267164356
934	0.2265937485
935	0.2263676306
936	0.2262839814
937	0.226206888
938	0.226048224
939	0.2259327323
940	0.2258687048
941	0.2257364239
942	0.2256312799
943	0.2254629763
944	0.2254201466
945	0.2253368629
946	0.2251282195
947	0.2250054182
948	0.2248399929
949	0.2247634248
950	0.2247153185
951	0.2245698118
952	0.2243513918
953	0.2241875426
954	0.223979356
955	0.2239444299
956	0.2236986674
957	0.2234955748
958	0.2234328036
959	0.2232193176
960	0.223008824
961	0.2228840582
962	0.222615065
963	0.2224731902
964	0.2223677492
965	0.2222995644
966	0.2220281727
967	0.2218326866
968	0.2218056182
969	0.2217459764
970	0.2214798156
971	0.2211723556
972	0.2209588011
973	0.2208636392
974	0.2207396502
975	0.2205493493
976	0.2204736036
977	0.220410741
978	0.220228298
979	0.2200063146
980	0.2198745819
981	0.2196739562
982	0.2196281113
983	0.2195432743
984	0.219469356
985	0.2192009794
986	0.218953481
987	0.2188919433
988	0.2187458884
989	0.2185953563
990	0.2182761552
991	0.2182234804
992	0.2180923873
993	0.2177753791
994	0.2176544738
995	0.2173649451
996	0.2172529483
997	0.2170856042
998	0.2169638993
999	0.2167850654
